ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,sentiment
401,93,18,2024-04-13,4,"Good  quality,  but  could  be  cheaper.",positive
402,68,12,2025-12-16,4,The  build  quality  is  impressive.,positive
403,53,14,2023-06-18,3,"Good  quality,  but    could  be  cheaper.",neutral
404,90,7,2025-06-04,4,The  quality  is  top-notch.,positive
405,43,4,2025-09-10,5,Exceeded  my    expectations!,positive
406,11,9,2025-12-15,5,Exceeded  my  expectations!,positive
407,79,11,2023-01-12,2,Disappointed  with  the    performance.,negative
408,17,4,2023-12-12,5,The  build  quality  is  impressive.,positive
409,59,19,2023-02-22,5,"I  love  this  product,  will  buy    again!",positive
410,83,1,2023-01-11,1,Product  did  not  meet  my  expectations.,negative
411,32,15,2023-03-05,3,"The  product  is  okay,  but  the    instructions  were  unclear.",neutral
412,83,7,2024-05-10,4,Customer  support  was  very  helpful.,positive
413,60,12,2023-08-24,5,The  build  quality  is  impressive.,positive
414,59,14,2025-07-31,4,"I  love  this  product,  will  buy  again!",positive
415,97,8,2025-06-04,2,Disappointed  with  the    performance.,negative
416,15,17,2023-04-19,5,The  quality  is  top-notch.,positive
417,9,16,2024-11-28,3,Not  worth  the  money.,negative
418,94,2,2025-03-02,1,"Not  satisfied,  the  product  broke  after  a    week.",negative
419,68,6,2025-09-01,1,The  color  was  different  from  what  was  shown.,neutral
420,18,11,2023-06-10,5,"I  love  this    product,  will  buy  again!",positive
421,75,13,2025-08-18,5,The  quality  is  top-notch.,positive
422,81,17,2025-09-30,4,The  quality  is  top-notch.,positive
423,76,18,2023-08-01,2,Product  did  not  meet  my  expectations.,negative
424,53,11,2024-03-21,4,Customer  support  was  very  helpful.,positive
425,89,6,2025-03-04,2,Not  worth  the  money.,negative
426,74,17,2024-04-07,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
427,81,11,2025-08-20,4,Five  stars  for  the  quick  delivery.,positive
428,58,9,2025-01-17,5,The  build    quality  is  impressive.,positive
429,71,2,2023-06-08,4,Customer    support  was  very  helpful.,positive
430,99,9,2025-08-03,2,"Average  experience,  nothing  special.",negative
431,94,11,2023-02-10,3,Not  worth  the  money.,negative
432,31,18,2025-02-14,4,"I  love  this  product,  will  buy  again!",positive
433,72,2,2025-06-11,5,The  quality  is  top-notch.,positive
434,7,18,2023-02-25,5,"Great  purchase,  very  satisfied.",positive
435,65,1,2023-02-28,5,Amazing  value  for  the  price.,positive
436,11,1,2024-01-03,4,Shipping  was  fast    and  the  item  was  well-packaged.,positive
437,73,4,2023-06-24,5,"Excellent  product,  highly  recommend!",positive
438,72,20,2023-09-13,5,Five  stars  for  the  quick  delivery.,positive
439,67,11,2025-11-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
440,93,7,2023-07-22,3,Not  worth  the  money.,negative
441,12,6,2023-09-03,1,Product  did    not  meet  my  expectations.,negative
442,28,8,2025-04-06,1,The  product  stopped  working  after  a  month.,negative
443,37,13,2024-01-19,3,"Good  quality,  but  could  be  cheaper.",positive
444,22,16,2023-10-20,5,The  build  quality  is  impressive.,positive
445,25,14,2023-05-27,3,"Good  quality,  but  could  be  cheaper.",positive
446,84,14,2025-06-10,5,The  quality  is  top-notch.,positive
447,38,2,2024-08-19,4,Shipping    was  fast  and  the  item  was  well-packaged.,positive
448,75,12,2025-12-25,4,"Excellent  product,  highly  recommend!",positive
449,43,14,2024-03-10,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
450,92,4,2024-08-04,5,Amazing  value  for  the  price.,positive
451,68,11,2023-04-18,5,"Excellent  product,  highly  recommend!",positive
452,42,19,2024-08-28,4,"Good  quality,  but  could  be  cheaper.",positive
453,100,2,2023-04-23,4,Customer  support  was  very  helpful.,positive
454,27,9,2025-09-17,4,Customer  support    was  very  helpful.,positive
455,79,20,2024-07-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
456,2,1,2024-01-09,2,Product  did  not  meet  my  expectations.,negative
457,29,1,2024-12-12,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
458,42,20,2025-07-05,4,"Good  quality,  but  could  be  cheaper.",positive
459,90,17,2023-06-16,4,Five  stars  for  the  quick  delivery.,positive
460,92,16,2025-08-09,4,"Good  quality,  but  could  be  cheaper.",positive
461,66,5,2025-10-11,4,The  quality  is  top-notch.,positive
462,85,14,2023-02-02,5,The    build  quality  is  impressive.,positive
463,5,2,2025-11-02,3,"Great  purchase,  very    satisfied.",positive
464,73,11,2024-05-28,4,"Great  purchase,  very    satisfied.",positive
465,43,12,2025-12-14,1,Disappointed    with  the  performance.,negative
466,49,16,2023-02-16,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
467,29,16,2023-07-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
468,12,12,2024-01-09,5,"Excellent  product,  highly  recommend!",positive
469,54,13,2023-10-06,4,Customer  support  was  very  helpful.,positive
470,46,1,2025-10-24,4,Customer  support  was  very  helpful.,positive
471,88,4,2024-04-26,5,The  quality  is  top-notch.,positive
472,69,8,2024-12-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
473,7,19,2024-08-03,1,The  product  arrived  late.,negative
474,47,20,2025-05-31,3,"Good  quality,  but  could  be  cheaper.",positive
475,74,20,2023-04-18,4,The  quality  is  top-notch.,positive
476,54,10,2023-12-12,4,Customer  support    was  very  helpful.,positive
477,91,10,2025-04-25,4,The    quality  is  top-notch.,positive
478,79,6,2023-07-23,5,The  build  quality  is  impressive.,positive
479,7,13,2024-12-28,4,Customer  support  was  very  helpful.,positive
480,90,9,2023-07-22,5,"Great  purchase,  very  satisfied.",positive
481,21,2,2024-12-02,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
482,49,10,2025-07-11,5,Amazing  value  for  the  price.,positive
483,28,20,2024-06-29,2,The  product  arrived  late.,negative
484,36,10,2023-08-22,1,The  product  arrived  late.,negative
485,66,18,2025-06-10,5,"I  love  this  product,  will  buy  again!",positive
486,44,3,2024-01-20,3,Not  worth  the  money.,negative
487,78,3,2025-05-01,1,I  had  a  bad  experience  with  this  product.,negative
488,89,12,2025-02-24,5,Exceeded  my  expectations!,positive
489,15,8,2023-11-09,4,Five  stars    for  the  quick  delivery.,positive
490,46,11,2025-07-05,4,Five  stars  for  the  quick  delivery.,positive
491,59,6,2023-06-22,4,"Great  purchase,  very  satisfied.",positive
492,94,20,2025-03-19,2,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
493,26,2,2024-07-16,5,"I  love  this  product,  will  buy  again!",positive
494,2,13,2025-05-25,5,Five  stars  for  the  quick  delivery.,positive
495,56,7,2023-04-26,4,Customer  support  was  very  helpful.,positive
496,87,1,2024-01-29,5,Exceeded  my  expectations!,positive
497,90,6,2024-02-21,4,Customer  support  was  very  helpful.,positive
498,81,17,2025-01-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
499,72,6,2024-08-26,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
500,57,9,2025-12-20,2,Not  worth  the  money.,negative
501,39,12,2023-12-01,4,Customer  support  was    very  helpful.,positive
502,5,1,2025-11-10,2,Product    did  not  meet  my  expectations.,negative
503,5,16,2024-07-03,2,Product  did  not  meet    my  expectations.,negative
504,35,8,2024-01-18,4,Five  stars  for  the  quick  delivery.,positive
505,82,2,2024-07-11,5,"Great  purchase,  very  satisfied.",positive
506,80,8,2025-10-19,2,"Average  experience,    nothing  special.",negative
507,66,3,2024-12-10,3,Customer  support    was  very  helpful.,positive
508,64,14,2025-01-19,3,"Good  quality,  but  could  be    cheaper.",positive
509,5,11,2024-05-25,5,The  quality  is  top-notch.,positive
510,20,6,2024-11-05,4,"Great  purchase,  very  satisfied.",positive
511,55,15,2025-04-01,1,Not    worth  the  money.,negative
512,11,1,2025-01-15,3,Shipping  was  fast  and  the  item  was  well-packaged.,positive
513,21,3,2025-11-09,5,Amazing  value    for  the  price.,positive
514,72,15,2023-06-18,2,"Average  experience,  nothing  special.",negative
515,89,3,2024-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
516,46,18,2025-01-03,4,The  quality    is  top-notch.,positive
517,29,4,2024-03-30,5,"Great  purchase,  very    satisfied.",positive
518,17,12,2024-04-27,4,"Good  quality,  but  could  be  cheaper.",positive
519,58,4,2023-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
520,63,1,2024-08-24,3,"Good  quality,  but  could  be  cheaper.",positive
521,47,5,2024-03-31,2,Product  did  not  meet  my  expectations.,negative
522,8,10,2023-08-04,1,Product    did  not  meet  my  expectations.,negative
523,8,12,2023-12-07,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
524,27,4,2025-09-01,4,The  quality  is  top-notch.,positive
525,1,1,2023-11-23,4,"I  love  this  product,  will  buy  again!",positive
526,74,3,2025-05-20,3,"Good    quality,  but  could  be  cheaper.",positive
527,27,14,2024-07-03,3,Not  worth    the  money.,negative
528,81,16,2024-11-09,5,Five  stars  for  the  quick  delivery.,positive
529,19,11,2025-05-05,4,Five  stars    for  the  quick  delivery.,positive
530,48,10,2025-11-24,5,"Great  purchase,  very  satisfied.",positive
531,65,3,2024-07-21,5,Exceeded  my  expectations!,positive
532,6,6,2023-05-30,5,The  quality  is  top-notch.,positive
533,92,6,2024-04-06,4,The  quality  is  top-notch.,positive
534,41,2,2025-07-02,4,"Great  purchase,  very  satisfied.",positive
535,85,13,2023-03-25,4,"I  love  this  product,  will  buy  again!",positive
536,33,19,2024-12-29,2,Not  worth  the  money.,negative
537,8,9,2023-03-11,4,Shipping  was  fast  and  the  item    was  well-packaged.,positive
538,29,16,2025-11-12,4,"Good  quality,  but  could  be  cheaper.",positive
539,74,17,2024-12-02,4,The  quality  is  top-notch.,positive
540,28,18,2025-12-09,3,"Good  quality,  but  could  be  cheaper.",positive
541,73,20,2025-08-08,5,"I  love  this  product,  will  buy  again!",positive
542,49,5,2023-07-11,1,"Not    satisfied,  the  product  broke  after  a  week.",negative
543,64,17,2023-10-31,5,The  build  quality  is  impressive.,positive
544,65,6,2023-10-29,5,The  quality  is  top-notch.,positive
545,45,13,2024-06-11,4,Customer  support  was  very  helpful.,positive
546,33,1,2024-11-14,5,Exceeded  my  expectations!,positive
547,28,11,2024-05-28,1,The  product  arrived  late.,negative
548,40,12,2023-01-11,5,Amazing  value  for  the  price.,positive
549,73,15,2025-04-06,4,Five  stars  for  the  quick    delivery.,positive
550,51,12,2024-10-07,3,Shipping  was  fast  and  the  item  was  well-packaged.,positive
551,45,2,2025-04-17,3,"Good  quality,  but  could  be  cheaper.",positive
552,68,1,2023-07-28,4,"Great  purchase,  very  satisfied.",positive
553,60,20,2025-04-26,5,Customer  support  was  very  helpful.,positive
554,18,1,2024-08-16,2,The  product  arrived  late.,negative
555,69,18,2025-11-24,5,Customer  support  was  very  helpful.,positive
556,91,6,2025-01-04,4,"Great  purchase,  very  satisfied.",positive
557,55,10,2024-07-28,3,"Great  purchase,    very  satisfied.",positive
558,83,13,2025-02-11,4,"I  love  this  product,  will  buy  again!",positive
559,46,12,2024-05-16,4,"I  love  this  product,  will  buy  again!",positive
560,24,6,2024-11-08,5,Exceeded  my  expectations!,positive
561,6,5,2025-02-27,1,The  product  stopped  working  after  a  month.,negative
562,41,5,2024-02-25,3,Not  worth  the  money.,negative
563,86,13,2025-02-27,4,"Good  quality,  but  could  be  cheaper.",positive
564,9,12,2025-10-13,5,Customer  support  was  very  helpful.,positive
565,60,20,2024-06-30,1,"Terrible  customer  service,  would  not    buy  again.",negative
566,89,10,2025-08-15,4,Five    stars  for  the  quick  delivery.,positive
567,78,16,2024-02-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
568,17,13,2024-08-04,4,"I  love  this  product,  will  buy  again!",positive
569,58,9,2024-07-17,5,Exceeded  my    expectations!,positive
570,50,15,2025-04-29,4,Customer  support  was  very  helpful.,positive
571,2,8,2024-10-15,3,"Average  experience,  nothing  special.",negative
572,37,16,2025-04-23,4,"Great  purchase,  very    satisfied.",positive
573,57,8,2024-04-27,4,Customer  support  was  very  helpful.,positive
574,72,9,2025-10-13,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
575,93,14,2025-09-19,5,"Great  purchase,  very  satisfied.",positive
576,71,9,2025-10-04,5,Amazing  value  for  the  price.,positive
577,65,9,2024-04-18,4,"I  love  this  product,  will  buy  again!",positive
578,32,15,2023-08-01,5,The  quality  is  top-notch.,positive
579,24,8,2024-01-16,4,"Good  quality,  but  could  be  cheaper.",positive
580,48,1,2025-04-15,3,"Average    experience,  nothing  special.",negative
581,69,18,2024-03-19,4,The  quality  is  top-notch.,positive
582,65,9,2023-01-29,5,Exceeded  my    expectations!,positive
583,88,8,2025-07-03,5,Five  stars  for  the  quick  delivery.,positive
584,70,20,2024-12-04,4,Exceeded  my  expectations!,positive
585,87,12,2025-10-23,4,"I  love  this  product,  will  buy  again!",positive
586,7,17,2023-04-11,2,Not  worth  the  money.,negative
587,31,17,2025-08-31,3,Not  worth    the  money.,negative
588,39,18,2025-09-03,3,Shipping  was  fast  and  the  item  was  well-packaged.,positive
589,64,4,2024-03-21,3,Not    worth  the  money.,negative
590,27,4,2024-09-13,3,Not  worth  the  money.,negative
591,65,12,2024-10-29,5,Five  stars    for  the  quick  delivery.,positive
592,100,1,2025-01-18,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
593,62,8,2025-06-12,5,The  build  quality  is  impressive.,positive
594,14,4,2025-10-01,2,Not  worth  the  money.,negative
595,46,5,2025-09-18,4,Exceeded    my  expectations!,positive
596,48,15,2025-06-27,3,"Good  quality,  but  could    be  cheaper.",positive
597,11,1,2025-09-07,5,The  quality  is  top-notch.,positive
598,3,2,2023-08-04,5,Amazing  value  for  the  price.,positive
599,94,19,2025-08-01,5,Customer  support  was  very  helpful.,positive
600,65,3,2025-01-11,2,Not  worth    the  money.,negative
601,25,11,2025-07-31,5,Amazing    value  for  the  price.,positive
602,56,8,2023-02-08,3,Not  worth  the  money.,negative
603,88,4,2024-07-02,5,Exceeded  my  expectations!,positive
604,87,2,2023-06-10,3,"Average  experience,  nothing    special.",negative
605,1,3,2023-06-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
606,48,8,2023-10-14,5,The  build  quality  is  impressive.,positive
607,25,14,2025-07-07,3,"Great  purchase,  very  satisfied.",positive
608,7,9,2023-03-21,4,"Great  purchase,  very  satisfied.",positive
609,40,10,2025-10-23,3,"Average  experience,  nothing  special.",negative
610,69,3,2025-01-29,5,"Great  purchase,  very  satisfied.",positive
611,6,4,2023-12-06,2,"Average  experience,  nothing  special.",negative
612,38,2,2025-06-17,4,"I  love  this  product,  will  buy  again!",positive
613,48,12,2025-02-10,3,"The  product  is  okay,  but  the  instructions    were  unclear.",neutral
614,23,2,2025-01-20,3,"I  love  this  product,  will  buy  again!",positive
615,98,1,2025-01-08,5,"Excellent    product,  highly  recommend!",positive
616,38,20,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
617,29,15,2025-12-22,4,Customer  support  was  very  helpful.,positive
618,45,7,2024-08-21,4,Shipping  was  fast  and  the  item    was  well-packaged.,positive
619,68,14,2023-12-06,5,Customer  support  was  very  helpful.,positive
620,100,1,2024-10-22,5,Five  stars  for  the  quick  delivery.,positive
621,70,14,2025-05-13,2,The  product  arrived  late.,negative
622,30,4,2025-12-22,4,The  quality    is  top-notch.,positive
623,5,1,2025-06-15,3,"Good  quality,  but  could  be  cheaper.",positive
624,82,14,2023-11-28,5,Customer  support  was  very  helpful.,positive
625,32,10,2023-02-20,5,"Great  purchase,  very    satisfied.",positive
626,38,11,2025-12-18,5,Exceeded  my  expectations!,positive
627,18,6,2023-06-26,5,Amazing  value  for    the  price.,positive
628,22,4,2025-08-30,3,"Average  experience,  nothing  special.",negative
629,16,20,2024-07-28,5,Exceeded  my    expectations!,positive
630,31,10,2024-08-14,4,The  quality  is    top-notch.,positive
631,73,12,2024-10-30,4,"Good  quality,  but  could  be    cheaper.",positive
632,40,20,2023-02-24,3,"Average  experience,    nothing  special.",negative
633,52,3,2023-12-26,2,The    product  arrived  late.,negative
634,27,13,2024-02-25,4,"Good  quality,  but  could  be    cheaper.",positive
635,85,16,2023-02-22,3,"The  product  is  okay,  but  the  instructions  were    unclear.",neutral
636,37,13,2023-12-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
637,17,7,2024-08-21,3,"Good  quality,  but  could  be  cheaper.",positive
638,63,16,2025-08-23,2,"Good  quality,  but  could  be  cheaper.",positive
639,14,12,2024-07-07,5,Amazing  value  for  the  price.,positive
640,23,14,2024-08-09,3,"The  product  is  okay,    but  the  instructions  were  unclear.",neutral
641,58,9,2024-01-05,1,I  had  a  bad  experience  with  this  product.,negative
642,53,17,2025-04-28,2,Disappointed  with  the  performance.,negative
643,89,16,2024-01-07,5,"Excellent  product,  highly  recommend!",positive
644,97,10,2023-11-25,5,Customer  support  was  very  helpful.,positive
645,23,20,2023-11-02,5,Customer  support    was  very  helpful.,positive
646,75,2,2023-10-09,5,"I    love  this  product,  will  buy  again!",positive
647,68,2,2023-01-03,4,Customer  support  was    very  helpful.,positive
648,76,5,2023-03-19,4,"I  love  this  product,  will  buy  again!",positive
649,8,17,2025-02-05,2,Not  worth  the  money.,negative
650,28,3,2024-11-08,4,Five  stars  for  the  quick  delivery.,positive
651,38,9,2024-09-10,4,"Good  quality,  but  could  be  cheaper.",positive
652,39,19,2025-05-06,5,The  quality  is  top-notch.,positive
653,66,16,2025-01-14,5,Amazing  value  for  the  price.,positive
654,46,8,2023-01-01,1,The  color  was  different  from  what  was  shown.,neutral
655,63,16,2023-04-06,4,The  quality  is  top-notch.,positive
656,17,11,2024-07-22,3,"Good  quality,    but  could  be  cheaper.",positive
657,35,11,2025-10-18,5,"Excellent  product,  highly  recommend!",positive
658,3,18,2025-06-16,1,Not  worth  the    money.,negative
659,29,20,2023-03-16,5,The  build  quality  is  impressive.,positive
660,62,5,2023-10-06,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
661,40,18,2025-09-20,2,"Average  experience,  nothing  special.",negative
662,15,5,2025-03-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
663,23,10,2025-05-26,5,"Excellent  product,  highly    recommend!",positive
664,31,16,2025-08-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
665,99,12,2024-01-03,2,Product  did  not  meet  my  expectations.,negative
666,53,19,2024-05-25,3,Not    worth  the  money.,negative
667,80,14,2024-01-08,4,The  quality    is  top-notch.,positive
668,55,4,2024-04-25,5,"Excellent  product,    highly  recommend!",positive
669,19,19,2025-12-31,4,Five  stars  for  the  quick  delivery.,positive
670,53,13,2024-03-31,5,The  build  quality  is    impressive.,positive
671,24,5,2023-03-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
672,95,14,2025-02-15,5,"Great    purchase,  very  satisfied.",positive
673,74,12,2025-10-16,4,Customer  support  was  very  helpful.,positive
674,29,1,2023-08-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
675,24,9,2025-02-07,2,Not  worth  the  money.,negative
676,6,12,2024-03-14,5,The  build  quality  is    impressive.,positive
677,6,17,2024-03-29,4,Five    stars  for  the  quick  delivery.,positive
678,49,9,2025-05-19,3,"Average  experience,  nothing  special.",negative
679,10,8,2025-09-29,2,Not  worth  the  money.,negative
680,60,20,2025-06-12,4,Exceeded  my    expectations!,positive
681,48,16,2024-03-21,5,The  quality  is  top-notch.,positive
682,80,11,2023-01-05,1,"Not  satisfied,  the  product  broke  after  a  week.",negative
683,22,10,2025-04-06,3,"Good  quality,  but  could  be  cheaper.",positive
684,92,12,2025-01-12,2,Product  did  not  meet  my  expectations.,negative
685,86,14,2024-03-22,1,The  color  was  different  from  what  was  shown.,neutral
686,31,17,2023-05-09,5,"I    love  this  product,  will  buy  again!",positive
687,86,17,2023-07-16,2,Not  worth  the  money.,negative
688,32,12,2025-07-07,4,Customer  support  was  very  helpful.,positive
689,34,16,2025-04-23,4,Customer  support  was  very  helpful.,positive
690,61,19,2023-10-11,4,Five  stars  for  the  quick  delivery.,positive
691,40,7,2024-07-27,3,Five  stars  for  the  quick  delivery.,positive
692,64,10,2023-12-22,3,Not  worth  the    money.,negative
693,58,10,2023-08-31,5,The  build  quality  is    impressive.,positive
694,27,13,2024-07-05,3,"Average  experience,  nothing  special.",negative
695,13,14,2023-09-15,4,Customer  support    was  very  helpful.,positive
696,48,11,2023-10-07,4,Five  stars  for  the  quick  delivery.,positive
697,13,7,2024-09-21,4,"Great  purchase,  very  satisfied.",positive
698,4,18,2023-06-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
699,42,19,2023-01-30,3,Not  worth  the  money.,negative
700,14,2,2023-11-23,4,"I    love  this  product,  will  buy  again!",positive
701,68,4,2023-01-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
702,92,3,2025-02-06,3,Not  worth  the  money.,negative
703,3,16,2024-04-17,5,Five  stars  for  the  quick  delivery.,positive
704,8,20,2024-09-26,5,Exceeded  my  expectations!,positive
705,88,11,2025-05-25,5,Exceeded    my  expectations!,positive
706,75,5,2024-01-03,5,Exceeded  my    expectations!,positive
707,96,16,2024-08-08,2,Not  worth  the  money.,negative
708,70,17,2024-01-20,5,The  build  quality  is  impressive.,positive
709,1,16,2023-02-25,5,Customer  support  was  very  helpful.,positive
710,88,7,2025-09-26,5,Customer  support  was  very  helpful.,positive
711,39,12,2023-12-07,5,"Excellent    product,  highly  recommend!",positive
712,53,17,2024-09-17,3,Not  worth  the  money.,negative
713,55,12,2024-12-12,4,"I  love  this  product,  will  buy  again!",positive
714,76,2,2023-01-11,4,"Good  quality,  but  could  be  cheaper.",positive
715,13,2,2024-03-26,4,"Great  purchase,  very  satisfied.",positive
716,64,2,2023-08-12,3,"Good  quality,  but  could  be  cheaper.",positive
717,82,1,2025-03-07,5,Exceeded  my  expectations!,positive
718,30,20,2023-05-19,1,"Terrible  customer  service,  would  not  buy  again.",negative
719,24,4,2025-12-03,2,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
720,41,4,2025-08-05,5,Shipping  was  fast  and  the  item  was    well-packaged.,positive
721,4,15,2024-09-25,2,Not    worth  the  money.,negative
722,68,16,2025-10-14,4,The  quality  is  top-notch.,positive
723,84,7,2023-11-22,2,The  product  arrived  late.,negative
724,31,3,2024-01-21,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
725,13,6,2025-09-30,4,The  quality  is  top-notch.,positive
726,33,20,2024-10-16,5,Customer  support  was    very  helpful.,positive
727,39,1,2025-09-24,3,"Average  experience,  nothing  special.",negative
728,30,1,2024-08-23,5,Customer  support  was  very  helpful.,positive
729,99,9,2023-03-17,1,Not  worth  the  money.,negative
730,67,6,2025-01-15,4,The  quality  is    top-notch.,positive
731,4,7,2023-07-13,5,The  build    quality  is  impressive.,positive
732,56,20,2025-03-02,4,"Excellent  product,  highly  recommend!",positive
733,75,13,2024-11-07,4,Customer  support  was  very  helpful.,positive
734,63,2,2024-03-10,5,Five  stars  for  the  quick  delivery.,positive
735,22,15,2024-03-02,4,Customer  support  was  very  helpful.,positive
736,72,6,2023-10-17,5,"Excellent  product,  highly  recommend!",positive
737,45,15,2023-10-11,3,Not  worth  the  money.,negative
738,3,12,2025-08-22,4,"Good  quality,  but  could  be  cheaper.",positive
739,70,18,2023-07-05,3,"Average  experience,  nothing  special.",negative
740,33,5,2025-02-05,2,"Good  quality,  but  could  be  cheaper.",positive
741,3,9,2025-05-24,3,Not    worth  the  money.,negative
742,84,7,2025-03-03,3,"Good  quality,  but  could  be  cheaper.",positive
743,89,3,2023-05-15,3,Not  worth  the  money.,negative
744,63,19,2023-03-31,3,Not  worth  the  money.,negative
745,85,12,2024-05-17,5,Exceeded  my  expectations!,positive
746,24,13,2024-03-28,5,"I  love    this  product,  will  buy  again!",positive
747,84,1,2023-04-27,5,"I  love  this  product,  will  buy  again!",positive
748,100,13,2025-09-15,3,"Great  purchase,    very  satisfied.",positive
749,64,13,2025-06-28,2,Not  worth  the  money.,negative
750,3,5,2024-06-20,4,The    quality  is  top-notch.,positive
751,58,17,2025-07-11,5,"I  love  this  product,  will  buy  again!",positive
752,7,12,2024-10-11,1,Not  worth  the  money.,negative
753,94,4,2023-01-29,5,The  build  quality  is  impressive.,positive
754,55,11,2025-07-11,4,The  quality  is  top-notch.,positive
755,27,15,2024-03-31,4,"Great  purchase,  very  satisfied.",positive
756,94,8,2025-03-25,4,"Good  quality,  but  could  be  cheaper.",positive
757,8,13,2023-09-27,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
758,53,1,2024-05-23,2,"Average  experience,  nothing    special.",negative
759,21,16,2024-12-13,2,Product  did  not  meet  my  expectations.,negative
760,100,5,2025-12-18,3,Not    worth  the  money.,negative
761,49,16,2025-03-17,3,Customer  support  was  very  helpful.,positive
762,39,13,2025-05-31,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
763,54,16,2023-08-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
764,84,11,2024-07-08,1,"Terrible  customer  service,  would  not  buy  again.",negative
765,74,18,2024-12-11,1,Disappointed  with  the  performance.,negative
766,83,7,2025-07-31,4,Five  stars  for  the  quick  delivery.,positive
767,48,11,2023-10-09,5,Exceeded    my  expectations!,positive
768,24,16,2023-02-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
769,77,7,2024-09-02,5,"Excellent  product,    highly  recommend!",positive
770,52,1,2025-02-02,4,Customer  support  was  very  helpful.,positive
771,32,12,2025-03-21,4,"Good  quality,  but  could  be  cheaper.",positive
772,62,4,2023-09-13,4,Five    stars  for  the  quick  delivery.,positive
773,17,14,2024-06-21,2,Disappointed  with  the  performance.,negative
774,46,6,2025-12-10,5,"Great  purchase,    very  satisfied.",positive
775,13,16,2025-08-31,4,"Great  purchase,  very    satisfied.",positive
776,17,13,2023-01-12,5,Customer  support  was  very  helpful.,positive
777,81,6,2024-02-14,5,Five  stars  for  the  quick  delivery.,positive
778,97,7,2025-06-11,5,The  quality  is    top-notch.,positive
779,66,17,2025-05-25,5,Five  stars  for  the  quick  delivery.,positive
780,83,1,2025-10-23,5,The  build  quality  is  impressive.,positive
781,68,13,2024-06-06,5,Exceeded  my  expectations!,positive
782,25,3,2024-08-19,5,Customer  support  was  very  helpful.,positive
783,21,18,2024-11-30,5,The  build  quality  is  impressive.,positive
784,22,16,2024-12-09,2,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
785,9,10,2025-10-11,4,"I  love  this  product,  will  buy  again!",positive
786,37,13,2025-07-29,5,Five  stars  for  the  quick  delivery.,positive
787,59,5,2024-08-08,3,"Average  experience,  nothing  special.",negative
788,83,15,2025-05-16,3,Customer  support  was    very  helpful.,positive
789,7,17,2023-04-08,5,Amazing  value  for  the  price.,positive
790,73,9,2024-06-08,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
791,11,18,2023-06-27,3,"Average  experience,  nothing    special.",negative
792,88,14,2023-07-29,3,"The  product  is    okay,  but  the  instructions  were  unclear.",neutral
793,53,7,2025-05-21,5,"I  love  this  product,  will  buy  again!",positive
794,24,17,2024-12-03,5,"Excellent  product,  highly  recommend!",positive
795,4,14,2024-12-16,5,Customer  support  was  very  helpful.,positive
796,27,17,2025-02-27,5,The  build  quality  is  impressive.,positive
797,68,19,2025-02-22,5,The  quality  is    top-notch.,positive
798,95,13,2023-08-22,2,"Average  experience,  nothing  special.",negative
799,96,9,2025-07-17,3,"Average  experience,  nothing  special.",negative
800,74,8,2024-05-23,5,Five  stars  for  the  quick  delivery.,positive
801,36,10,2023-01-09,2,Not  worth  the  money.,negative
